code,name,pop
65000090004,中埔里,6063
65000090005,弘道里,9146
65000090006,永?里,3517
65000090007,礁溪里,2749
65000090008,鳶山里,9072
65000090009,龍埔里,9101
65000090010,大埔里,8491
65000090011,嘉添里,177
65000090012,添福里,5049
65000090013,金圳里,7135
65000090014,五寮里,7634
65000090015,插角里,3081
65000090016,有木里,9013
65000090017,溪北里,4414
65000090018,溪南里,1763
65000090019,溪東里,7456
65000090020,成福里,1606
65000090021,安坑里,1627
65000090022,竹崙里,8953
65000090023,介壽里,2845
65000090024,安溪里,7369
65000090025,中正里,6499
65000090026,二鬮里,8061
65000090027,龍學里,8487
65000090028,龍恩里,6889
65000100001,中和里,3902
65000100002,屯山里,5392
65000100003,賢孝里,9353
65000100004,興仁里,3329
65000100005,蕃薯里,9686
65000100006,義山里,2798
65000100007,忠山里,2559
65000100008,崁頂里,9484
65000100009,埤島里,6099
65000100010,新興里,7220
65000100011,水碓里,7252
65000100012,北投里,184
65000100013,水源里,3376
65000100014,忠寮里,8208
65000100015,樹興里,7680
65000100016,坪頂里,2744
65000100017,福德里,7735
65000100018,竹圍里,5528
65000100019,民生里,6138
65000100020,八勢里,5691
65000100021,竿蓁里,3805
65000100022,鄧公里,8448
65000100023,中興里,4244
65000100024,長庚里,3554
65000100025,清文里,5435
65000100026,草東里,3232
65000100027,協元里,7780
65000100028,永吉里,9332
65000100029,民安里,1963
65000100030,新生里,2008
65000100031,文化里,5046
65000100032,油車里,6829
65000100033,沙崙里,7294
65000100034,新義里,6095
65000100035,新春里,5156
65000100036,新民里,9752
65000100037,正德里,7281
65000100038,北新里,97
65000100039,民權里,3943
65000100040,幸福里,5015
65000100041,學府里,2863
65000100042,大庄里,9042
65000110001,義民里,659
65000110002,禮門里,842
65000110003,智慧里,1411
65000110004,信望里,9506
65000110005,橋東里,7311
65000110006,秀峰里,8214
65000110007,新昌里,7427
65000110008,復興里,9948
65000110009,茄苳里,9697
65000110010,長安里,999
65000110011,保安里,7461
65000110012,保長里,9698
65000110013,鄉長里,8459
65000110014,江北里,6716
65000110015,拱北里,2708
65000110016,烘內里,9153
65000110017,八連里,5636
65000110018,樟樹里,8074
65000110019,北峰里,9805
65000110020,北山里,6961
65000110021,白雲里,4203
65000110022,橫科里,4387
65000110023,東山里,7817
65000110024,福山里,1634
65000110025,宜興里,4953
65000110026,中興里,9570
65000110027,湖光里,2073
65000110028,仁德里,5389
65000110029,厚德里,6704
65000110030,忠孝里,7936
65000110031,自強里,5791
65000110032,文化里,7297
65000110033,金龍里,5451
65000110034,福德里,2311
65000110035,興福里,48
65000110036,康福里,6970
65000110037,忠山里,6263
65000110038,環河里,5154
65000110039,東勢里,7715
65000110040,山光里,692
65000110041,大同里,2828
65000110042,崇德里,3356
65000110043,湖興里,5360
65000110044,長青里,2909
65000110045,福安里,8583
65000110046,秀山里,2534
65000110047,建成里,7873
65000110048,城中里,7077
65000110049,湖蓮里,5719
65000110050,保新里,768
65000120001,龍潭里,8880
65000120002,龍興里,5631
65000120003,龍鎮里,4134
65000120004,龍川里,1670
65000120005,龍山里,1823
65000120006,龍安里,56
65000120007,爪?里,1395
65000120008,柑坪里,2135
65000120009,東和里,7248
65000120010,上天里,2449
65000120011,吉慶里,5441
65000120012,吉安里,6040
65000120013,傑魚里,59
65000120014,猴硐里,5500
65000120015,光復里,9641
65000120016,弓橋里,7045
65000120017,碩仁里,689
65000120018,基山里,7140
65000120019,永慶里,3936
65000120020,崇文里,243
65000120021,福住里,2413
65000120022,頌德里,5086
65000120023,新山里,7784
65000120024,瓜山里,7216
65000120025,銅山里,4157
65000120026,石山里,2979
65000120027,?新里,7827
65000120028,?洞里,127
65000120029,海濱里,9641
65000120030,瑞濱里,5629
65000120031,深澳里,7338
65000120032,南雅里,2767
65000120033,鼻頭里,8908
65000120034,新峰里,3614
65000130001,埤塘里,1255
65000130002,土城里,4067
65000130003,員林里,6816
65000130004,員仁里,4558
65000130005,長風里,2497
65000130006,日新里,3940
65000130007,日和里,9835
65000130008,貨饒里,8968
65000130009,柑林里,8530
65000130010,埤林里,9590
65000130011,瑞興里,2721
65000130012,清水里,8348
65000130013,清和里,3328
65000130014,永豐里,2767
65000130015,清化里,5265
65000130016,清溪里,6959
65000130017,?廷里,6851
65000130018,平和里,8255
65000130019,廷寮里,7609
65000130020,大安里,5376
65000130021,永寧里,8365
65000130022,沛陂里,4102
65000130023,頂埔里,4909
65000130024,頂福里,8457
65000130025,頂新里,3478
65000130026,祖田里,3762
65000130027,樂利里,2793
65000130028,廣福里,6939
65000130029,學府里,4975
65000130030,延壽里,9591
65000130031,安和里,7317
65000130032,青雲里,6590
65000130033,員福里,5779
65000130034,延吉里,2705
65000130035,復興里,8719
65000130036,裕生里,1615
65000130037,員信里,4750
65000130038,永富里,5713
65000130039,學成里,5905
65000130040,延和里,3777
65000130041,中正里,5524
65000130042,學士里,6623
65000130043,明德里,7241
65000130044,廣興里,5331
65000130045,青山里,1027
65000130046,金城里,927
65000130047,延祿里,2387
65000140001,正義里,8335
65000140002,中原里,6016
65000140003,中路里,6420
65000140004,光華里,7523
65000140005,保佑里,9274
65000140006,水湳里,1479
65000140007,樓厝里,7491
65000140008,鷺江里,3598
65000140009,恆德里,1276
65000140010,溪墘里,7587
65000140011,樹德里,2278
65000140012,保和里,676
65000140013,仁復里,4830
65000140014,得勝里,2778
65000140015,南港里,9454
65000140016,永樂里,8386
65000140017,永康里,2420
65000140018,信義里,7302
65000140019,玉清里,8663
65000140020,復興里,5871
65000140021,水河里,7915
65000140022,仁愛里,3383
65000140023,忠義里,9324
65000140024,九芎里,1181
65000140025,中華里,5222
65000140026,得仁里,3150
65000140027,仁德里,8520
65000140028,仁義里,5455
65000140029,光明里,4713
65000140030,保新里,7149
65000140031,長安里,5973
65000140032,民和里,4249
65000140033,忠孝里,8060
65000140034,福安里,2193
65000140035,永安里,5408
65000140036,延平里,1096
65000140037,成功里,9304
65000140038,永德里,4502
65000150001,興珍里,8105
65000150002,更寮里,6721
65000150003,集福里,4857
65000150004,觀音里,7738
65000150005,成州里,2449
65000150006,成功里,5785
65000150007,五龍里,4660
65000150008,五股里,7504
65000150009,五福里,2530
65000150010,德音里,6236
65000150011,陸一里,3880
65000150012,貿商里,5453
65000150013,德泰里,8987
65000150014,成德里,2956
65000150015,六福里,2217
65000150016,集賢里,5996
65000150017,民義里,5762
65000150018,成泰里,2010
65000150019,水碓里,5202
65000150020,福德里,9779
65000160001,大科里,7112
65000160002,黎明里,2993
65000160003,山腳里,4454
65000160004,福泰里,694
65000160005,楓樹里,2295
65000160006,同榮里,9229
65000160007,義學里,5201
65000160008,明志里,6093
65000160009,貴子里,6245
65000160010,貴和里,5168
65000160011,同興里,265
65000160012,義仁里,2014
65000160013,泰友里,7957
65000160014,新明里,1564
65000160015,貴賢里,1561
65000160016,福興里,8367
65000160017,全興里,1147
65000170001,東林里,1447
65000170002,林口里,592
65000170003,西林里,5911
65000170004,菁湖里,4431
65000170005,中湖里,8883
65000170006,湖北里,6551
65000170007,湖南里,3232
65000170008,南勢里,5984
65000170009,東勢里,9968
65000170010,頂福里,6554
65000170011,下福里,2267
65000170012,嘉寶里,8223
65000170013,瑞平里,5341
65000170014,太平里,9710
65000170015,仁愛里,5401
65000170016,麗林里,6848
65000170017,麗園里,8782
65000180001,深坑里,4111
65000180002,萬順里,8210
65000180003,土庫里,5696
65000180004,昇高里,1019
65000180005,阿柔里,1831
65000180006,埔新里,1481
65000180007,萬福里,663
65000180008,賴仲里,8109
65000190001,石碇里,6845
65000190002,潭邊里,408
65000190003,隆盛里,3663
65000190004,烏塗里,7124
65000190005,彭山里,4359
65000190006,豐田里,2443
65000190007,永定里,808
65000190008,中民里,4456
65000190009,光明里,801
65000190010,豐林里,3858
65000190011,永安里,2714
65000190012,格頭里,205
65000200001,粗窟里,8096
65000200002,坪林里,6013
65000200003,大林里,7895
65000200004,石??里,7127
65000200005,上德里,5076
65000200006,水德里,1810
65000200007,漁光里,160
65000210001,八賢里,6035
65000210002,埔頭里,5174
65000210003,古庄里,8997
65000210004,新庄里,138
65000210005,埔坪里,8085
65000210006,茂長里,9796
65000210007,橫山里,6814
65000210008,錫板里,6810
65000210009,後厝里,8234
65000210010,福德里,1121
65000210011,圓山里,7882
65000210012,店子里,5918
65000210013,興華里,4690
65000220001,德茂里,377
65000220002,富基里,7607
65000220003,老梅里,5391
65000220004,山溪里,189
65000220005,石門里,8445
65000220006,尖鹿里,4716
65000220007,乾華里,9309
65000220008,茂林里,6486
65000220009,草里里,3592
65000230001,龍源里,4527
65000230002,米倉里,7836
65000230003,大崁里,4555
65000230004,埤頭里,8630
65000230005,頂罟里,7054
65000230006,舊城里,9853
65000230007,訊塘里,1220
65000230008,荖阡里,3146
65000230009,長坑里,4799
65000230010,下罟里,581
65000240001,薯榔里,6255
65000240002,菁桐里,4043
65000240003,白石里,8783
65000240004,石底里,2849
65000240005,平溪里,3663
65000240006,嶺腳里,3675
65000240007,東勢里,5478
65000240008,望古里,8000
65000240009,南山里,5431
65000240010,平湖里,1671
65000240011,十分里,6457
65000240012,新寮里,1497
65000250001,雙溪里,5024
65000250002,共和里,1586
65000250003,新基里,6651
65000250004,魚行里,4024
65000250005,三港里,1678
65000250006,牡丹里,6646
65000250007,三貂里,9705
65000250008,平林里,6118
65000250009,上林里,5967
65000250010,外柑里,156
65000250011,長源里,4552
65000250012,泰平里,4632
65000260001,貢寮里,1271
65000260002,吉林里,1070
65000260003,雙玉里,1250
65000260004,龍崗里,9334
65000260005,龍門里,4255
65000260006,福隆里,4358
65000260007,仁里里,5223
65000260008,真理里,6488
65000260009,福連里,3534
65000260010,美豐里,7845
65000260011,和美里,8784
65000270001,和平里,556
65000270002,大同里,784
65000270003,豐漁里,8607
65000270004,磺港里,1768
65000270005,美田里,7988
65000270006,五湖里,8813
65000270007,重和里,112
65000270008,兩湖里,4879
65000270009,六股里,1854
65000270010,三界里,7276
65000270011,清泉里,4052
65000270012,萬壽里,6610
65000270013,西湖里,9441
65000270014,永興里,7617
65000270015,金美里,5474
65000280001,萬里里,7443
65000280002,龜吼里,3681
65000280003,野柳里,5374
65000280004,大鵬里,8044
65000280005,磺潭里,1542
65000280006,雙興里,197
65000280007,溪底里,8542
65000280008,崁?里,2818
65000280009,中幅里,5124
65000280010,北基里,3130
65000290001,烏來里,7897
65000290002,忠治里,4259
65000290003,福山里,852
65000290004,信賢里,1695
65000290005,孝義里,3849
66000010001,繼光里,5698
66000010002,大墩里,2655
66000010003,綠川里,1868
66000010004,公園里,7523
66000010005,光復里,5893
66000010006,柳川里,8965
66000010007,大誠里,3821
66000010008,中華里,7884
66000020001,新庄里,2101
66000020002,振興里,2206
66000020003,東橋里,8166
66000020004,東興里,3659
66000020005,干城里,1242
66000020006,泉源里,8836
66000020007,旱溪里,1052
66000020008,樂成里,9578
66000020009,東門里,5336
66000020010,十甲里,334
66000020011,東南里,5987
66000020012,東勢里,5616
66000020013,合作里,2197
66000020014,富台里,6082
66000020015,富仁里,9398
66000020016,東信里,9374
66000020017,東英里,7563
66000030001,城隍里,6392
66000030002,國光里,2685
66000030003,南門里,5180
66000030004,德義里,7656
66000030005,積善里,9211
66000030006,江川里,3526
66000030007,新榮里,1247
66000030008,福興里,83
66000030009,福平里,9124
66000030010,和平里,2357
66000030011,永興里,4087
66000030012,樹義里,9250
66000030013,樹德里,6259
66000030014,西川里,9016
66000030015,長春里,4028
66000030016,長榮里,5897
66000030017,福順里,3018
66000030018,平和里,9662
66000030019,南和里,9568
66000030020,永和里,3288
66000030021,工學里,8853
66000030022,崇倫里,3080
66000040001,民生里,3042
66000040002,利民里,1959
66000040003,三民里,5053
66000040004,東昇里,337
66000040005,廣民里,4510
66000040006,平和里,5511
66000040007,公民里,4385
66000040008,藍興里,193
66000040009,公?里,4416
66000040010,和龍里,2210
66000040011,民龍里,9953
66000040012,後龍里,2263
66000040013,安龍里,7568
66000040014,吉龍里,938
66000040015,昇平里,2803
66000040016,忠明里,9117
66000040017,公正里,7785
66000040018,土庫里,5368
66000040019,忠誠里,4920
66000040020,公益里,7610
66000040021,中興里,9477
66000040022,公平里,4538
66000040023,公德里,1921
66000040024,?龍里,995
66000040025,大忠里,1465
66000050001,光大里,7804
66000050002,文莊里,4958
66000050003,五常里,8261
66000050004,新興里,9633
66000050005,新北里,3965
66000050006,樂英里,3125
66000050007,錦村里,6115
66000050008,建成里,4819
66000050009,錦洲里,9967
66000050010,金華里,9743
66000050011,金龍里,3794
66000050012,邱厝里,5851
66000050013,建興里,6138
66000050014,頂厝里,1881
66000050015,賴厝里,7574
66000050016,賴村里,8873
66000050017,育德里,3843
66000050018,淡溝里,4681
66000050019,中達里,9811
66000050020,錦祥里,2114
66000050021,健行里,7828
66000050022,明德里,9289
66000050023,長青里,8640
66000050024,賴明里,3370
66000050025,賴興里,8833
66000050026,中正里,4206
66000050027,六合里,3267
66000050028,大湖里,2612
66000050029,錦平里,56
66000050030,建德里,7915
66000050031,崇德里,4327
66000050032,賴旺里,5826
66000050033,明新里,2959
66000050034,立人里,5522
66000050035,梅川里,2638
66000050036,賴福里,2661
66000060001,西安里,4599
66000060002,西墩里,9146
66000060003,潮洋里,9443
66000060004,龍潭里,8272
66000060005,惠來里,9845
66000060006,上石里,979
66000060007,逢甲里,7905
66000060008,鵬程里,5161
66000060009,何安里,1980
66000060010,何厝里,6151
66000060011,大河里,7019
66000060012,大石里,2913
66000060013,大福里,8316
66000060014,大鵬里,3022
66000060015,港尾里,7820
66000060016,廣福里,1134
66000060017,林厝里,1496
66000060018,永安里,1046
66000060019,福安里,1158
66000060020,協和里,7062
66000060021,何仁里,6451
66000060022,何德里,6131
66000060023,何源里,1296
66000060024,西平里,832
66000060025,何南里,8464
66000060026,至善里,6179
66000060027,上安里,8262
66000060028,上德里,6573
66000060029,逢福里,7679
66000060030,何明里,3663
66000060031,何成里,9711
66000060032,何福里,3173
66000060033,福和里,389
66000060034,福中里,2733
66000060035,福恩里,5742
66000060036,福聯里,5869
66000060037,福瑞里,3902
66000060038,福林里,5649
66000060039,福雅里,9813
66000070001,南屯里,5125
66000070002,豐樂里,6806
66000070003,楓樹里,2148
66000070004,中和里,9110
66000070005,春社里,4823
66000070006,春安里,4668
66000070007,文山里,6970
66000070008,新生里,5088
66000070009,永定里,6962
66000070010,三厝里,1554
66000070011,溝墘里,8111
66000070012,田心里,6290
66000070013,黎明里,7377
66000070014,鎮平里,6758
66000070015,大同里,3596
66000070016,文心里,6672
66000070017,同心里,7338
66000070018,向心里,8331
66000070019,大誠里,8521
66000070020,大興里,6305
66000070021,大業里,126
66000070022,惠中里,6386
66000070023,寶山里,9863
66000070024,三和里,7889
66000070025,三義里,4957
66000080001,北興里,7023
66000080002,北屯里,9467
66000080003,三光里,8949
66000080004,平田里,9398
66000080005,平和里,4557
66000080006,東光里,6590
66000080007,舊社里,149
66000080008,水景里,4707
66000080009,軍功里,9366
66000080010,和平里,3435
66000080011,東山里,7386
66000080012,民政里,3154
66000080013,?子里,7407
66000080014,大坑里,8337
66000080015,民德里,8549
66000080016,松竹里,4433
66000080017,仁和里,8819
66000080018,仁美里,8142
66000080019,四民里,7434
66000080020,后庄里,9148
66000080021,同榮里,8665
66000080022,仁愛里,18
66000080023,水湳里,1599
66000080024,陳平里,4750
66000080025,新平里,729
66000080026,平安里,2909
66000080027,平順里,2836
66000080028,平德里,8194
66000080029,松安里,1916
66000080030,松茂里,840
66000080031,大德里,367
66000080032,松強里,2538
66000080033,松勇里,1887
66000080034,北京里,7951
66000080035,平心里,4227
66000080036,平福里,6682
66000080037,松和里,2513
66000080038,平陽里,4374
66000080039,平興里,3896
66000080040,平昌里,1570
66000080041,三和里,6891
66000080042,忠平里,6423
66000090001,豐原里,9071
66000090002,頂街里,9584
66000090003,中山里,7837
66000090004,豐榮里,4401
66000090005,下街里,914
66000090006,富春里,806
66000090007,葫蘆里,9404
66000090008,豐西里,5082
66000090009,西安里,7476
66000090010,西勢里,5438
66000090011,東勢里,3123
66000090012,民生里,399
66000090013,大湳里,4100
66000090014,北湳里,8943
66000090015,東湳里,3366
66000090016,西湳里,5787
66000090017,圳寮里,5099
66000090018,豐圳里,2782
66000090019,社皮里,3933
66000090020,三村里,7800
66000090021,中興里,9747
66000090022,田心里,1829
66000090023,豐田里,1022
66000090024,鎌村里,5085
66000090025,南陽里,7724
66000090026,陽明里,7766
66000090027,北陽里,477
66000090028,中陽里,732
66000090029,東陽里,5110
66000090030,南村里,7020
66000090031,南田里,1365
66000090032,南嵩里,3409
66000090033,翁明里,1497
66000090034,翁子里,4440
66000090035,翁社里,141
66000090036,朴子里,1282
66000100001,北興里,1760
66000100002,中寧里,4480
66000100003,東安里,6145
66000100004,南平里,9460
66000100005,延平里,1890
66000100006,上新里,6782
66000100007,廣興里,2892
66000100008,泰昌里,4583
66000100009,中嵙里,2786
66000100010,福隆里,297
66000100011,隆興里,5529
66000100012,新盛里,6177
66000100013,詒福里,9936
66000100014,上城里,3146
66000100015,下城里,630
66000100016,慶東里,4437
66000100017,慶福里,9807
66000100018,東新里,3397
66000100019,粵寧里,6951
66000100020,下新里,7183
66000100021,興隆里,6297
66000100022,茂興里,4274
66000100023,泰興里,6272
66000100024,埤頭里,5203
66000100025,明正里,9286
66000110001,朝陽里,547
66000110002,大甲里,1399
66000110003,順天里,3400
66000110004,孔門里,2210
66000110005,平安里,9121
66000110006,庄美里,7245
66000110007,新美里,4303
66000110008,岷山里,7310
66000110009,中山里,8616
66000110010,南陽里,3061
66000110011,薰風里,7438
66000110012,義和里,6139
66000110013,武陵里,8416
66000110014,文曲里,3164
66000110015,武曲里,6704
66000110016,文武里,6971
66000110017,奉化里,4290
66000110018,德化里,5444
66000110019,江南里,8122
66000110020,頂店里,8639
66000110021,太白里,3985
66000110022,孟春里,6015
66000110023,幸福里,5442
66000110024,日南里,4196
66000110025,龍泉里,1991
66000110026,西岐里,6836
66000110027,銅安里,2528
66000110028,福德里,5405
66000110029,建興里,8118
66000120001,鰲峰里,2644
66000120002,靈泉里,8394
66000120003,清水里,9279
66000120004,文昌里,9624
66000120005,南寧里,8355
66000120006,西寧里,7170
66000120007,北寧里,2382
66000120008,中興里,5096
66000120009,西社里,5165
66000120010,南社里,7971
66000120011,裕嘉里,4825
66000120012,臨江里,8832
66000120013,秀水里,5790
66000120014,武鹿里,5042
66000120015,海濱里,5856
66000120016,?榔里,9735
66000120017,中社里,2209
66000120018,高西里,4296
66000120019,高南里,2565
66000120020,高東里,3134
66000120021,高北里,5925
66000120022,高美里,7090
66000120023,國姓里,8989
66000120024,菁埔里,4295
66000120025,頂湳里,3168
66000120026,田寮里,266
66000120027,橋頭里,9785
66000120028,下湳里,5760
66000120029,東山里,4369
66000120030,楊厝里,607
66000120031,海風里,9387
66000120032,吳厝里,7953
66000130001,居仁里,5539
66000130002,洛泉里,2351
66000130003,沙鹿里,933
66000130004,美仁里,2280
66000130005,興仁里,3807
66000130006,斗抵里,9015
66000130007,鹿峰里,7127
66000130008,鹿寮里,3768
66000130009,竹林里,5776
66000130010,犁分里,503
66000130011,北勢里,6053
66000130012,福興里,7095
66000130013,晉江里,7440
66000130014,六路里,9686
66000130015,南勢里,1048
66000130016,埔子里,1769
66000130017,公明里,8857
66000130018,清泉里,8453
66000130019,西勢里,6480
66000130020,興安里,5954
66000130021,三鹿里,3616
66000140001,頂寮里,9397
66000140002,下寮里,2951
66000140003,中正里,6660
66000140004,中和里,1557
66000140005,文化里,8791
66000140006,安仁里,8227
66000140007,草湳里,7805
66000140008,南簡里,2918
66000140009,福德里,5548
66000140010,大庄里,9562
66000140011,大村里,3301
66000140012,興農里,5984
66000140013,永寧里,2232
66000140014,永安里,8768
66000150001,廣福里,9311
66000150002,仁里里,5320
66000150003,義里里,1555
66000150004,后里里,9646
66000150005,厚里里,8586
66000150006,墩東里,2273
66000150007,墩西里,869
66000150008,墩南里,1586
66000150009,墩北里,2822
66000150010,中和里,1204
66000150011,舊社里,6884
66000150012,聯合里,4840
66000150013,太平里,2703
66000150014,眉山里,7337
66000150015,泰安里,895
66000150016,公館里,2408
66000150017,月眉里,1846
66000150018,義德里,7348
66000160001,神岡里,4752
66000160002,庄前里,9195
66000160003,北庄里,1178
66000160004,庄後里,3881
66000160005,社口里,7896
66000160006,社南里,2743
66000160007,三角里,1029
66000160008,岸裡里,4206
66000160009,大社里,9671
66000160010,豐洲里,3231
66000160011,神洲里,1067
66000160012,溪洲里,5267
66000160013,圳前里,2021
66000160014,新庄里,1393
66000160015,圳堵里,2157
66000160016,山皮里,7803
66000170001,潭陽里,4259
66000170002,潭秀里,549
66000170003,潭北里,5501
66000170004,福仁里,9632
66000170005,頭家里,1003
66000170006,甘蔗里,1608
66000170007,東寶里,6652
66000170008,大富里,7973
66000170009,大豐里,7764
66000170010,栗林里,1052
66000170011,嘉仁里,8997
66000170012,新田里,1668
66000170013,聚興里,6248
66000170014,頭家東里,3090
66000170015,家興里,6912
66000170016,家福里,8255
66000180001,大雅里,5965
66000180002,員林里,9441
66000180003,六寶里,9793
66000180004,秀山里,9928
66000180005,忠義里,4891
66000180006,橫山里,9359
66000180007,三和里,9783
66000180008,西寶里,673
66000180009,上楓里,6968
66000180010,二和里,7495
66000180011,四德里,8339
66000180012,上雅里,3167
66000180013,文雅里,1026
66000180014,大楓里,1336
66000180015,雅楓里,8050
66000190001,新社里,6502
66000190002,復盛里,780
66000190003,中正里,5631
66000190004,月湖里,8238
66000190005,崑山里,1259
66000190006,大南里,9135
66000190007,永源里,90
66000190008,中興里,7969
66000190009,協成里,6597
66000190010,東興里,2324
66000190011,慶西里,4526
66000190012,中和里,571
66000190013,福興里,5846
66000200001,石岡里,9856
66000200002,萬安里,2152
66000200003,九房里,2055
66000200004,金星里,2730
66000200005,龍興里,740
66000200006,萬興里,3465
66000200007,梅子里,7807
66000200008,土牛里,939
66000200009,德興里,7271
66000200010,和盛里,9616
66000210001,永豐里,2709
66000210002,六分里,7930
66000210003,三崁里,9234
66000210004,大同里,5255
66000210005,水美里,1676
66000210006,大東里,5636
66000210007,馬鳴里,1481
66000210008,中山里,3389
66000210009,鐵山里,7054
66000210010,土城里,3704
66000210011,?子里,7668
66000220001,南埔里,7153
66000220002,南庄里,5871
66000220003,中庄里,2905
66000220004,龜?村,36
66000220005,福興里,1686
66000220006,東安里,4435
66000220007,頂安里,5991
66000220008,永安里,7536
66000220009,福住里,6677
66000220010,海墘里,880
66000220011,西安里,7909
66000220012,松雅里,3727
66000230001,烏日里,3453
66000230002,湖日里,872
66000230003,三和里,6643
66000230004,榮泉里,8485
66000230005,學田里,8389
66000230006,九德里,1495
66000230007,仁德里,5225
66000230008,前竹里,4393
66000230009,五光里,2301
66000230010,光明里,697
66000230011,東園里,7355
66000230012,溪埧里,7505
66000230013,螺潭里,8858
66000230014,北里里,3820
66000230015,南里里,6127
66000230016,溪尾里,249
66000240001,王田里,1117
66000240002,中和里,6042
66000240003,福山里,9224
66000240004,營埔里,2095
66000240005,社腳里,2641
66000240006,新興里,922
66000240007,大東里,3825
66000240008,大肚里,52
66000240009,永和里,9787
66000240010,磺溪里,219
66000240011,永順里,445
66000240012,成功里,305
66000240013,山陽里,3061
66000240014,頂街里,5184
66000240015,瑞井里,4677
66000240016,蔗?里,5488
66000240017,自強里,1460
66000250001,竹坑里,2285
66000250002,龍東里,1124
66000250003,龍西里,7380
66000250004,田中里,1552
66000250005,福田里,6806
66000250006,麗水里,4152
66000250007,龍津里,2640
66000250008,三德里,9132
66000250009,忠和里,6758
66000250010,山腳里,7359
66000250011,龍泉里,5610
66000250012,龍崗里,2534
66000250013,新庄里,7551
66000250014,南寮里,8830
66000250015,新東里,1707
66000250016,東海里,6324
66000260001,桐林里,9986
66000260002,吉峰里,2412
66000260003,甲寅里,1926
66000260004,本鄉里,3248
66000260005,中正里,2243
66000260006,錦榮里,3130
66000260007,萊園里,2019
66000260008,本堂里,6752
66000260009,坑口里,3888
66000260010,北柳里,1925
66000260011,南柳里,84
66000260012,四德里,1252
66000260013,五福里,2867
66000260014,萬豐里,4814
66000260015,舊正里,7282
66000260016,峰谷里,2827
66000260017,六股里,4001
66000260018,丁台里,5080
66000260019,北勢里,8549
66000260020,南勢里,3636
66000270001,太平里,8935
66000270002,長億里,6867
66000270003,中平里,4219
66000270004,中興里,9400
66000270005,建國里,6658
66000270006,東平里,3256
66000270007,宜欣里,9499
66000270008,中山里,1544
66000270009,坪林里,7994
66000270010,光華里,3013
66000270011,新坪里,7777
66000270012,新光里,3824
66000270013,新福里,912
66000270014,頭汴里,8703
66000270015,東汴里,1625
66000270016,興隆里,9166
66000270017,光隆里,3530
66000270018,德隆里,9457
66000270019,黃竹里,3463
66000270020,永成里,9459
66000270021,永平里,3194
66000270022,成功里,2241
66000270023,東和里,8103
66000270024,中政里,352
66000270025,平安里,6031
66000270026,建興里,1635
66000270027,新興里,1324
66000270028,新高里,8492
66000270029,新吉里,5437
66000270030,新城里,3878
66000270031,宜佳里,4670
66000270032,宜昌里,2540
66000270033,光明里,596
66000270034,豐年里,4331
66000270035,大興里,1310
66000270036,勤益里,944
66000270037,聖和里,1154
66000270038,福隆里,7749
66000270039,永隆里,3908
66000280001,大里里,1785
66000280002,新里里,8964
66000280003,樹王里,977
66000280004,東興里,6611
66000280005,祥興里,8959
66000280006,日新里,8292
66000280007,西榮里,1358
66000280008,內新里,392
66000280009,東昇里,9413
66000280010,立仁里,8984
66000280011,新仁里,7975
66000280012,大元里,3374
66000280013,夏田里,7706
66000280014,仁化里,5005
66000280015,健民里,384
66000280016,塗城里,1678
66000280017,瑞城里,841
66000280018,金城里,7719
66000280019,東湖里,2754
66000280020,西湖里,1752
66000280021,國光里,885
66000280022,大明里,9504
66000280023,永隆里,8380
66000280024,長榮里,256
66000280025,中新里,2855
66000280026,立德里,69
66000280027,仁德里,5940
66000290001,南勢里,9152
66000290002,天輪里,8008
66000290003,博愛里,3781
66000290004,中坑里,8489
66000290005,自由里,58
66000290006,達觀里,3660
66000290007,梨山里,8575
66000290008,平等里,107
67000010001,忠政里,1102
67000010002,民權里,3402
67000010003,三仙里,9832
67000010004,好平里,8751
67000010005,延平里,9146
67000010006,永生里,5095
67000010007,大宏里,6912
67000010008,王公里,126
67000010009,中營里,3480
67000010010,土庫里,5088
67000010011,興安里,7235
67000010012,南興里,4960
67000010013,興業里,2240
67000010014,民生里,967
67000010015,民榮里,4314
67000010016,埤寮里,9542
67000010017,護鎮里,6409
67000010018,太南里,7793
67000010019,太北里,7692
67000010020,南紙里,1977
67000010021,嘉芳里,7405
67000010022,舊?里,8002
67000010023,角帶里,6076
67000010024,鐵線里,8349
67000010025,五興里,5221
67000010026,姑爺里,4713
67000010027,新北里,500
67000010028,新南里,1376
67000010029,新東里,3020
67000020001,水秀里,579
67000020002,福得里,6020
67000020003,三生里,2934
67000020004,武廟里,4489
67000020005,中境里,7417
67000020006,水仙里,4025
67000020007,水正里,2046
67000020008,橋南里,3890
67000020009,舊營里,8216
67000020010,汫水里,836
67000020011,岸內里,5439
67000020012,義稠里,6392
67000020013,下中里,2991
67000020014,歡雅里,2789
67000020015,大莊里,6394
67000020016,桐寮里,9172
67000020017,後宅里,2702
67000020018,孫厝里,7338
67000020019,竹埔里,3990
67000020020,下林里,8325
67000020021,田寮里,6901
67000020022,大豐里,2637
67000020023,飯店里,358
67000020024,河南里,8249
67000020025,南港里,8522
67000030001,白河里,1295
67000030002,永安里,4351
67000030003,外角里,7535
67000030004,庄內里,4810
67000030005,秀祐里,5407
67000030006,河東里,4882
67000030007,虎山里,6219
67000030008,大林里,6594
67000030009,崁頭里,8206
67000030010,六溪里,1301
67000030011,仙草里,8631
67000030012,關嶺里,24
